record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
268,AgentOCR: Reimagining Agent History via Optical Self-Compression,S3,P3,Missing,C,1.000,S3/P3/S3_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0268.md,current-cycle full text extracted and title-checked,24 extracted PDF pages; SHA-256 335985780a58ff81bff54806b401e13749e120b2bd5b0c262cc9c0d371037970; title similarity 1.0,24,335985780a58ff81bff54806b401e13749e120b2bd5b0c262cc9c0d371037970,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
274,"Data Agents: Levels, State of the Art, and Open Problems",S3,P3,Missing,C,1.000,S3/P3/S3_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0274.md,current-cycle full text extracted and title-checked,9 extracted PDF pages; SHA-256 02b718ffb7c91cbada3c429ab6842461c6fdaa93ef4314eca0db8bd6b65d06dc; title similarity 1.0,9,02b718ffb7c91cbada3c429ab6842461c6fdaa93ef4314eca0db8bd6b65d06dc,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
279,World of Bits- An Open-Domain Platform for Web-Based Agents,S4,P0,A,A,1.000,S4_global.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0279.md,current-cycle full text independently read and title-checked from ICML 2017 / PMLR 70,"Full paper reviewed across task-creation methodology, DOM/pixel observations, keyboard/mouse action interface, HTTP caching for reproducibility, behavioral-cloning/RL experiments, and discussion of open-domain web-task challenges.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
281,WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents,S4,P0,A,A,1.000,S4/P0/2022-07 - WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents -- v1.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0281.md,current-cycle full text independently read and title-checked from NeurIPS 2022 / arXiv:2207.01206,"Full paper reviewed across WebShop construction, POMDP/action formulation, product and instruction statistics, human demonstrations, imitation/RL baselines, result tables, human comparison, error analysis, sim-to-real experiments, and limitations.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
282,SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded,S4,P0,A,A,1.000,S4/P0/2024-03 - SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0282.md,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 / arXiv:2401.01614,"Full paper reviewed across SeeAct formulation, action generation versus grounding, multimodal grounding strategies, offline and live-web experiments, Tables 2-4, error analysis, safety/impact discussion, and appendices.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
283,- WebVoyager- Building an End-to-End Web Agent with,S4,P0,A,A,1.000,S4/P0/2024-06 - - WebVoyager- Building an End-to-End Web Agent with.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0283.md,current-cycle full text independently read and title-checked from ACL 2024 Long Papers / arXiv:2401.13919,"Full paper reviewed across WebVoyager architecture, screenshot-plus-element-mark observations, iterative action/observation loop, 15-site live benchmark construction, GPT-4V evaluator validation, result tables, qualitative failures, and limitations.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
284,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,S4,P1,A,A,1.000,S4_global.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0284.md,current-cycle full text independently read and title-checked from ICLR 2018 / arXiv:1802.08802,"Full paper reviewed across workflow induction from demonstrations, constrained exploration policy, DOMNET architecture, MiniWoB/MiniWoB++ experiments, sample-efficiency comparisons, failure analysis and discussion.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
285,DOM-Q-NET- Grounded RL on Structured Language,S4,P1,A,A,1.000,S4/P1/S4_P1_full_complete_detailed_markdowns/2019-02 - DOM-Q-NET- Grounded RL on Structured Language.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0285.md,current-cycle full text independently read and title-checked from arXiv:1902.07257 / AAAI-era MiniWoB study,"Full paper reviewed across DOM graph representation, factorized click/type/mode Q-functions, goal-conditioned GNN architecture, MiniWoB experiments, multitask transfer, ablations and appendix protocols.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
286,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,S4,P1,A,A,1.000,S4_global.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0286.md,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2307.12856,"Full paper reviewed across modular WebAgent architecture, canonical subinstruction planning, HTML-T5 long-context summarization, grounded Python program generation, HTML pretraining objectives, MiniWoB/Mind2Web and real-website experiments, ablations and conclusion.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
287,Large Language Model Powered Agents in the Web,S4,P1,A,A,1.000,S4/P1/S4_P1_full_complete_detailed_markdowns/2024-05 - Large Language Model Powered Agents in the Web.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0287.md,"current-cycle full text independently read and title-checked from ACM Web Conference 2024 Companion, DOI 10.1145/3589335.3641240","Complete four-page tutorial paper reviewed, including its framing of LLM-powered web agents, memory/planning components, application areas, integration challenges and proposed research directions.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
288,AutoWebGLM: Bootstrap and Reinforce a Large Language Model-Based Web Navigating Agent,S4,P1,A,B,1.000,S4/P1/2024-10 - AutoWebGLM- Bootstrap and Reinforce A Large Language Model-based Web Navigating Agent.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0288.md,current-cycle full text independently read and title-checked from KDD 2024 / arXiv:2404.03648,"Full paper reviewed across HTML simplification, curriculum/bootstrap data creation, ChatGLM3-6B agent training, rejection-sampling/reinforcement stages, AutoWebBench construction, WebArena/MiniWoB/Mind2Web evaluation, result tables and limitations.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
289,Agent S An Open Agentic Framework that Uses Computers Like a Human,S4,P1,A,A,1.000,S4_global.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0289.md,current-cycle full text independently read and title-checked from ICLR 2025 archival paper / arXiv:2410.08164,"Full 23-page paper reviewed across experience-augmented hierarchical planning, narrative/episodic memory, web knowledge retrieval, Agent-Computer Interface, OSWorld experiments, ablations, WindowsAgentArena transfer and discussion.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
295,Large Language Model-Brained GUI Agents- A Survey,S4,P1,A,B,1.000,S4/P1/2025-06 - Large Language Model-Brained GUI Agents- A Survey.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0295.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
297,A Survey of WebAgents- Towards Next-Generation AI Agents for Web Automation with Large Foundation Models,S4,P1,A,A,1.000,S4_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0297.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
298,WALT- Web Agents that Learn Tools,S4,P1,A,A,1.000,S4/P1/S4_P1_full_complete_detailed_markdowns/2025-09 - WALT- Web Agents that Learn Tools.md,current-cycle full-text remediation and verification of the historical paper-specific note,notes/papers/0298.md,current-cycle full text independently read and title-checked from ICLR 2026 archival paper / arXiv:2510.01524,"Full archival ICLR paper reviewed across tool discovery/construction, multimodal DOM parsing, verification, WebArena/VisualWebArena/Online-Mind2Web protocols, main results, ablations, efficiency analysis and failure analysis.",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
299,Mapping Natural Language Instructions to Mobile UI Action Sequences,S4,P2,B,A,1.000,S4/P2/S4_P2/paper_first_notes/S4_P2_01_Mapping_Natural_Language_Instructions_to_Mobile_UI_Action_Sequences.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0299.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
300,Grounding Open-Domain Instructions to Automate Web Support Tasks,S4,P2,B,A,1.000,S4/P2/S4_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0300.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
302,WebGLM- Towards an Efficient Web-Enhanced Question Answering System with Human Preferences,S4,P2,B,A,1.000,S4/P2/S4_P2/paper_first_notes/S4_P2_04_WebGLM_Towards_an_Efficient_Web-Enhanced_Question_Answering_System_with_Human_Preferences.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0302.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
303,A Zero-Shot Language Agent for Computer Control with Structured Reflection,S4,P2,B,A,1.000,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_05_A_Zero-Shot_Language_Agent_for_Computer_Control_with_Structured_Reflection.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0303.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
305,AppAgent Multimodal Agents as Smartphone Users,S4,P2,B,A,1.000,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_07_AppAgent_Multimodal_Agents_as_Smartphone_Users.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0305.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
307,Cradle Empowering Foundation Agents Towards General Computer Control,S4,P2,B,A,1.000,S4/P2/S4_P2/paper_first_notes/S4_P2_09_CRADLE_Empowering_Foundation_Agents_Towards_General_Computer_Control.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0307.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
310,Automating the Enterprise with Foundation Models,S4,P2,B,A,1.000,S4/P2/S4_P2/paper_first_notes/S4_P2_12_Automating_the_Enterprise_with_Foundation_Models.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0310.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
