record_id,title,register_status,register_venue,register_identifier,found_title,found_venue,found_type,found_year,found_doi,openalex_id,title_match,VERDICT,notes
223,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Archival published,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence (IJCAI 2025),https://doi.org/10.24963/ijcai.2025/2,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Proceedings of the Thirty-ThirdInternational Joint Conference on Artificial Intelligence,proceedings-article,2024,10.24963/ijcai.2024/2,,1.0,OK,
224,AutoFlow Automated Workflow Generation for Large Language Model Agents,Preprint/technical report,,2407.12821,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
225,AutoGRAMS Autonomous Graphical Agent Modeling Software,Preprint/technical report,,2407.10049,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
226,Agentic Information Retrieval,Preprint/technical report,,2410.09713,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
227,Asynchronous Tool Usage for Real-Time Agents,Preprint/technical report,,2410.21620,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
228,"On The Planning Abilities of OpenAI’s o1 Models: Feasibility, Optimality, and Generalizability",Preprint/technical report,arXiv,2409.19924,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
229,Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,Preprint/technical report,,2410.02162,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
230,Planning in the Dark: LLM-Symbolic Planning Pipeline without Experts,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, Vol. 39, No. 25",https://doi.org/10.1609/aaai.v39i25.34855,Planning in the Dark: LLM-Symbolic Planning Pipeline Without Experts,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2025,10.1609/aaai.v39i25.34855,,1.0,OK,
231,PRACT: Optimizing Principled Reasoning and Acting of LLM Agent,Archival published,Proceedings of the 28th Conference on Computational Natural Language Learning (CoNLL 2024),https://doi.org/10.18653/v1/2024.conll-1.33,PRACT: Optimizing Principled Reasoning and Acting of LLM Agent,Proceedings of the 28th Conference on Computational Natural Language Learning,proceedings-article,2024,10.18653/v1/2024.conll-1.33,,1.0,OK,
232,Steering Large Language Models between Code Execution and Textual Reasoning,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview 5X5Z7Ffrjb); 2410.03524",,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
233,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=nfKfAzkiez,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
234,"AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50,000+ Interaction Trajectories",Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.116,AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50000+ Interaction Trajectories,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.116,,0.994,OK,
235,Agents Thinking Fast and Slow A Talker-Reasoner Architecture,Preprint/technical report,NeurIPS 2024 Open-World Agents Workshop,OpenReview xPhcP6rbI4; 2410.08328,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
236,AgentSquare Automatic LLM Agent Search in Modular Design Space,Preprint/technical report,arXiv preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
237,OPTIMA: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent Systems,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.601,Optima: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent System,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.601,,0.994,OK,
238,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,Archival accepted,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=sRIU6k2TcU,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
239,TaskBench: Benchmarking Large Language Models for Task Automation,Archival published,"Advances in Neural Information Processing Systems 37, Datasets and Benchmarks Track (NeurIPS 2024)",https://proceedings.neurips.cc/paper_files/paper/2024/hash/085185ea97db31ae6dcac7497616fd3e-Abstract-Datasets_and_Benchmarks_Track.html,TaskBench: Benchmarking Large Language Models for Task Automation,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0148,,1.0,OK,
240,A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data,Preprint/technical report,arXiv,2412.05838,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
241,Agents Are Not Enough,Preprint/technical report,"arXiv (marked ""under review"")",2412.16241,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
242,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.39,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.39,,1.0,OK,
243,Aviary training language agents on challenging scientific tasks,Preprint/technical report,,2412.21154,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
244,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Archival accepted,Advances in Neural Information Processing Systems 39 (NeurIPS 2025),https://openreview.net/forum?id=D88yhLFzDR,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-5491,,1.0,OK,
245,Unified Mind Model Reimagining Autonomous Agents in the LLM Era,Preprint/technical report,,2503.03459,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
246,Dual Engines of Thoughts: A Depth-Breadth Integration Framework for Open-Ended Analysis,Preprint/technical report,,2504.07872,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
247,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,Archival published,"International Conference on Learning Representations (ICLR 2026), Poster",https://openreview.net/forum?id=weUP6H5Ko9,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
248,MARFT: Multi-Agent Reinforcement Fine-Tuning,Preprint/technical report,,2504.16129,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
249,"Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",Archival published,Companion Proceedings of the ACM Web Conference 2025 (WWW Companion 2025),https://doi.org/10.1145/3701716.3715247,"<scp>Meta-Agent-Workflow:</scp>
                    Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",Companion Proceedings of the ACM on Web Conference 2025,proceedings-article,2025,10.1145/3701716.3715247,,0.964,OK,
250,Orchestrating Agents and Data for Enterprise: A Blueprint Architecture for Compound AI,Preprint/technical report,arXiv preprint arXiv:2504.08148,,Orchestrating Agents and Data for Enterprise: A Blueprint Architecture for Compound AI,2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW),proceedings-article,2025,10.1109/icdew67478.2025.00007,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in '2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW)'
251,OTC: Optimal Tool Calls via Reinforcement Learning,Preprint/technical report,arXiv,2504.14870,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
252,Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning Systems in LLMs,Preprint/technical report,arXiv preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
253,A Comprehensive Review of AI Agents -Transforming Possibilities in Technology and Beyond,Preprint/technical report,,2508.11957,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
254,A Comprehensive Survey of Self-Evolving AI Agents,Preprint/technical report,arXiv,2508.07407,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
255,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",Preprint/technical report,,2508.02121,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
256,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,Preprint/technical report,arXiv preprint arXiv:2508.16279,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
257,Analyzing Information Sharing and Coordination in Multi-Agent Planning,Preprint/technical report,arXiv preprint arXiv:2508.12981,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
258,Open Data Synthesis for Deep Research,Preprint/technical report,arXiv preprint arXiv:2509.00375,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
259,Orchestrator: Active Inference for Multi-Agent Systems in Long-Horizon Tasks,Workshop/non-archival,"Likely a ""Multi-Turn Interactions in LLMs"" workshop (formatting); unconfirmed archival status",2509.05651,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
260,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,Preprint/technical report,arXiv (Google),2509.25140,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
261,"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions",Preprint/technical report,arXiv preprint arXiv:2510.25445,,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Artificial Intelligence Review,journal-article,2025,10.1007/s10462-025-11422-4,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Artificial Intelligence Review'
262,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Archival accepted,"International Conference on Learning Representations, ICLR 2026",https://openreview.net/forum?id=eC4ygDs02R,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
263,Agentic Reasoning and Refinement through Semantic Interaction,Preprint/technical report,arXiv preprint arXiv:2510.02157,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
264,ALITA-G: Self-Evolving Generative Agent for Agent Generation,Preprint/technical report,arXiv preprint arXiv:2510.23601,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
265,AlphaApollo: Orchestrating Foundation Models and Professional Tools into a Self-Evolving System for Deep Agentic Reasoning,Workshop/conditional,Lifelong Agent Workshop at ICLR 2026,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
266,Scaling Long-Horizon LLM Agent via Context-Folding,Preprint/technical report,arXiv preprint arXiv:2510.11967,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
267,The Era of Agentic Organization: Learning to Organize with Language Models,Preprint/technical report,arXiv preprint arXiv:2510.26658,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
268,AgentOCR: Reimagining Agent History via Optical Self-Compression,Archival published,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",https://doi.org/10.18653/v1/2026.acl-long.230,AgentOCR: Reimagining Agent History via Optical Self-Compression,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.230,,1.0,OK,
269,Aligning Agentic World Models via Knowledgeable Experience Learning,Preprint/technical report,arXiv preprint arXiv:2601.13247,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
270,AtomMem - Learnable Dynamic Agentic Memory with Atomic Memory Operation,Preprint/technical report,arXiv preprint arXiv:2601.08323,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
271,AORCHESTRA: Automating Sub-Agent Creation for Agentic Orchestration,Preprint/technical report,arXiv preprint arXiv:2602.03786,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
272,Beyond RAG for Agent Memory: Retrieval by Decoupling and Aggregation,Preprint/technical report,arXiv preprint arXiv:2602.02007,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
273,Caesar: Deep Agentic Web Exploration for Creative Answer Synthesis,Preprint/technical report,arXiv preprint arXiv:2604.20855,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
