record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
341,AgentBench Evaluating LLMs as Agents,2024,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2024/hash/e9df36b21ff4ee211a8b71ee8b7e9f57-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Evaluating LLMs,0.5624,other,2024,AgentBench: Evaluating LLMs as Agents,1.0200,,
342,GAIA a benchmark for General AI Assistants,2024,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2024/hash/25ae35b5b1738d80f1f03a8713e405ec-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,GenAIPABench: A Benchmark for Generative AI-based Privacy Assistants,0.6881,journal-article,2024,GAIA: a benchmark for General AI Assistants,1.0200,,
343,OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,2024,"Computer Vision – ECCV 2024, Lecture Notes in Computer Science",Published,Archival published,https://doi.org/10.1007/978-3-031-73113-6_10,10.1007/978-3-031-73113-6_10,10.1007/978-3-031-73113-6_10,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1007/978-3-031-73113-6_10,OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,1.0000,book-chapter,2025,,,,
344,WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks,2024,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v235/drouin24a.html,,,verified_no_archival_doi_expected_for_venue,,,WorkArena++: Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,0.5280,proceedings-article,2024,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks?,1.0400,,
345,TurkingBench A Challenge Benchmark for Web Agents,2025,Proceedings of the 2025 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,Published,Archival published,https://doi.org/10.18653/v1/2025.naacl-long.188,10.18653/v1/2025.naacl-long.188,10.18653/v1/2025.naacl-long.188,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.naacl-long.188,TurkingBench: A Challenge Benchmark for Web Agents,1.0000,proceedings-article,2025,,,,
346,OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,2024,Advances in NeurIPS,Published,Archival published,arXiv:2404.07972,,10.52202/079017-1650,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.52202/079017-1650,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,1.0400,proceedings-article,2024,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,1.0400,,
348,AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks,2024,Proceedings of EMNLP 2024,Published,Archival published,,,10.18653/v1/2024.emnlp-main.505,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.18653/v1/2024.emnlp-main.505,AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?,1.0400,proceedings-article,2024,AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?,1.0400,,
349,WorkArena Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,2024,Advances in NeurIPS,Published,Archival published,https://doi.org/10.52202/079017-0195,10.52202/079017-0195,10.52202/079017-0195,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.52202/079017-0195,WorkArena++: Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,1.0000,proceedings-article,2024,,,,
350,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,2025,NeurIPS 2025 Datasets and Benchmarks Track,Published,Archival published,,,10.52202/085713-0315,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.52202/085713-0315,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,1.0400,proceedings-article,2025,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,1.0400,,
351,The BrowserGym Ecosystem for Web Agent Research,2025,Transactions on Machine Learning Research,Published,Archival published,https://openreview.net/pdf?id=5298fKGmv3,,,verified_no_archival_doi_expected_for_venue,,,Researching ecosystem dynamics: system dynamics and agent-based modelling as tools for entrepreneurial ecosystem research,0.3644,book-chapter,2026,The BrowserGym Ecosystem for Web Agent Research,1.0400,,
353,BEARCUBS A benchmark for computer-using web agents,2025,COLM 2025,Published,Archival published,https://openreview.net/forum?id=0JzWiigkUy,,,verified_no_archival_doi_expected_for_venue,,,TurkingBench: A Challenge Benchmark for Web Agents,0.6089,proceedings-article,2025,BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents,0.5094,,
355,REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,2025,Advances in NeurIPS,Published,Archival published,arXiv:2504.11543,,10.52202/085713-4536,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.52202/085713-4536,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,1.0400,proceedings-article,2025,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,1.0400,,
356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,2025,COLM,Published,Archival published,https://openreview.net/pdf?id=fQcUZMPIvu,,,verified_no_archival_doi_expected_for_venue,,,Evaluating Evaluations,0.4023,dataset,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
361,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,2025,Advances in NeurIPS,Published,Archival published,arXiv:2506.21506,,10.52202/085713-5778,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-5778,Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,1.0400,proceedings-article,2025,,,,
363,MMInA Benchmarking Multihop Multimodal Internet Agents,2025,Findings of ACL,Published,Archival published,https://doi.org/10.18653/v1/2025.findings-acl.703,10.18653/v1/2025.findings-acl.703,10.18653/v1/2025.findings-acl.703,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.findings-acl.703,MMInA: Benchmarking Multihop Multimodal Internet Agents,1.0000,proceedings-article,2025,,,,
364,AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping,2026,Proceedings of the ACM Web Conference 2026,Published,Archival published,arXiv:2602.12315,,10.1145/3774904.3792724,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3774904.3792724,AgenticShop: Benchmarking Agentic Product Curation for Personalized Web Shopping,1.0400,proceedings-article,2026,,,,
367,ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/c6c29e590e3c62e37e6b39cdd6baf2e8-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,WebMall - A Multi-Shop Benchmark for Evaluating Web Agents,0.5700,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
372,ASSISTGUI- Task-Oriented Desktop Graphical User Interface Automation,2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2024),Published,Archival published,https://openaccess.thecvf.com/content/CVPR2024/html/Gao_AssistGUI_Task-Oriented_PC_Graphical_User_Interface_Automation_CVPR_2024_paper.html,,10.1109/cvpr52733.2024.01262,verified_archival_doi_manual,IEEE/CVF and Crossref,https://doi.org/10.1109/CVPR52733.2024.01262,AssistGUI: Task-Oriented PC Graphical User Interface Automation,0.8870,proceedings-article,2024,,,doi,Official CVPR 2024 proceedings DOI; archival title uses 'PC Graphical User Interface'.
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,2024,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v235/xie24j.html,,,verified_no_archival_doi_expected_for_venue,,,Ask-before-Plan: Proactive Language Agents for Real-World Planning,0.5367,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/01a83bc2f2732a58e6aa731e659e7101-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,AndroidLab: Training and Systematic Benchmarking of Android Autonomous Agents,0.5453,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,2024,COLM 2024,Published,Archival published,https://openreview.net/forum?id=4HNAwZFDcH,,,verified_no_archival_doi_expected_for_venue,,,DCA-Bench: A Benchmark for Dataset Curation Agents,0.5169,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,2025,International Conference on Learning Representations,Published,Archival published,https://openreview.net/forum?id=roNSXZpUDN,,,verified_no_archival_doi_expected_for_venue,,,RealSec-bench: A Benchmark for Evaluating Secure Code Generation in Real-World Repositories,0.5841,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
377,AI Agents That Matter,2025,Transactions on Machine Learning Research,Published,Archival published,https://openreview.net/pdf?id=Zy4uFzMviZ,,,verified_no_archival_doi_expected_for_venue,,,AI agents,0.6050,book-chapter,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
379,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,2024,Advances in NeurIPS,Published,Archival published,arXiv:2407.10956,,10.52202/079017-3421,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-3421,Spider2-V: How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows?,1.0400,proceedings-article,2024,,,,
380,CRAB- Cross-environment Agent Benchmark for Multimodal Language Model Agents,2025,Findings of the Association for Computational Linguistics: ACL 2025,Published,Archival published,arXiv:2407.01511,,10.18653/v1/2025.findings-acl.1113,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-acl.1113,CRAB: Cross-environment Agent Benchmark for Multimodal Language Model Agents,1.0400,proceedings-article,2025,,,,
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/eea71dc576381b88f2a0ca4dedc2140d-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,MageBench: Bridging Large Multimodal Models to Agents,0.5835,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,2025,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v267/bonatti25a.html,,,verified_no_archival_doi_expected_for_venue,,,Toward User-Aware Interactive Virtual Agents: Generative Multi-Modal Agent Behaviors in VR,0.4144,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
384,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/9a75f4dd9679aa4ff80a4e6f0a1dc700-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,MTR-Bench: A Comprehensive Benchmark for Multi-Turn Reasoning Evaluation,0.6714,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
385,Agent-as-a-Judge Evaluate Agents with Agents,2025,Proceedings of ICML,Published,Archival published,https://proceedings.mlr.press/v267/zhuge25a.html,,,verified_no_archival_doi_expected_for_venue,,,FinResearchBench: A Logic Tree based Agent-as-a-Judge Evaluation Framework for Financial Research Agents,0.4766,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
386,Evaluating Cultural and Social Awareness of LLM Web Agents,2025,Findings of the Association for Computational Linguistics: NAACL 2025,Published,Archival published,arXiv:2410.23252,,10.18653/v1/2025.findings-naacl.222,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-naacl.222,Evaluating Cultural and Social Awareness of LLM Web Agents,1.0400,proceedings-article,2025,,,,
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,2025,ICLR 2025,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5b555804d495321df2e3208cc27f4fbc-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,0.5913,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
388,WebOlympus- An Open Platform for Web Agents on Live Websites,2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,Published,Archival published,arXiv:2412.10642,,10.18653/v1/2024.emnlp-demo.20,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2024.emnlp-demo.20,WebOlympus: An Open Platform for Web Agents on Live Websites,1.0400,proceedings-article,2024,,,,
