adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
B1_TMLR,351,The BrowserGym Ecosystem for Web Agent Research,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/pdf?id=5298fKGmv3,https://openreview.net/pdf?id=5298fKGmv3,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
B2_NO_MATCH,353,BEARCUBS A benchmark for computer-using web agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM 2025,https://openreview.net/forum?id=0JzWiigkUy,https://colmweb.org/2025/AcceptedPapers.html,COLM 2025 accepted-paper list and final OpenReview paper confirm BEARCUBS as an archival conference paper.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; set COLM 2025 and final OpenReview identifier
B1_COLM,356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,https://openreview.net/pdf?id=fQcUZMPIvu,https://openreview.net/pdf?id=fQcUZMPIvu,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B2_NO_MATCH,358,DeepShop: A Benchmark for Deep Research Shopping Agents,NO_MATCH,RETAIN_PREPRINT_UNDER_REVIEW,Preprint/technical report,arXiv / under review,https://arxiv.org/abs/2506.02839,https://renzhaochun.github.io/publications/,Author publication page labels DeepShop Under review; DBLP lists only CoRR/arXiv. A repository appendix named SIGIR26 is not sufficient archival evidence.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint; do not infer SIGIR acceptance from repository filename
A3_upgrades,360,EconWebArena Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)",https://doi.org/10.18653/v1/2026.gem-main.67,https://doi.org/10.18653/v1/2026.gem-main.67,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,365,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.12876,https://arxiv.org/abs/2602.12876,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,366,PATHWAYS: Evaluating Investigation and Context Discovery in AI Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.05354,https://arxiv.org/abs/2602.05354,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_ICLR,367,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/c6c29e590e3c62e37e6b39cdd6baf2e8-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/c6c29e590e3c62e37e6b39cdd6baf2e8-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_remainder,372,ASSISTGUI: Task-Oriented Desktop Graphical User Interface Automation,DOWNGRADE,RETAIN_ARCHIVAL_CORRECT_TITLE_CVPR,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2024),https://openaccess.thecvf.com/content/CVPR2024/html/Gao_AssistGUI_Task-Oriented_PC_Graphical_User_Interface_Automation_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/html/Gao_AssistGUI_Task-Oriented_PC_Graphical_User_Interface_Automation_CVPR_2024_paper.html,Official CVF proceedings list the final title “AssistGUI: Task-Oriented PC Graphical User Interface Automation” at CVPR 2024.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; correct title/venue/identifier
B1_PMLR,373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v235/xie24j.html,https://proceedings.mlr.press/v235/xie24j.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/01a83bc2f2732a58e6aa731e659e7101-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/01a83bc2f2732a58e6aa731e659e7101-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A2_openreview,375,WorkBench: a Benchmark Dataset for Agents in a Realistic Workplace Setting,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,COLM 2024,https://openreview.net/forum?id=4HNAwZFDcH,https://openreview.net/pdf?id=4HNAwZFDcH,Official OpenReview PDF states 'Published as a conference paper at COLM 2024'. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to COLM 2024
B1_ICLR,376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=roNSXZpUDN,https://openreview.net/forum?id=roNSXZpUDN,The record-specific OpenReview paper is explicitly published as a conference paper at ICLR 2025 under the final title τ-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_TMLR,377,AI Agents That Matter,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/pdf?id=Zy4uFzMviZ,https://openreview.net/pdf?id=Zy4uFzMviZ,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
B1_ICLR,381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/eea71dc576381b88f2a0ca4dedc2140d-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/eea71dc576381b88f2a0ca4dedc2140d-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: VisualAgentBench: Towards Large Multimodal Models as Visual Foundation Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_PMLR,383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v267/bonatti25a.html,https://proceedings.mlr.press/v267/bonatti25a.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,384,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/9a75f4dd9679aa4ff80a4e6f0a1dc700-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/9a75f4dd9679aa4ff80a4e6f0a1dc700-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: SPA-BENCH: A COMPREHENSIVE BENCHMARK FOR SMARTPHONE AGENT EVALUATION. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_PMLR,385,Agent-as-a-Judge Evaluate Agents with Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v267/zhuge25a.html,https://proceedings.mlr.press/v267/zhuge25a.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2025,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5b555804d495321df2e3208cc27f4fbc-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5b555804d495321df2e3208cc27f4fbc-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: VideoWebArena:  Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,389,A3: Android Agent Arena for Mobile GUI Agents,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ACL_FINAL_TITLE,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/,https://2026.aclweb.org/program/findings/,ACL 2026 accepted Findings list and ACL Anthology confirm the final paper title A3: Android Agent Arena for Mobile GUI Agents with Essential-State Procedural Evaluation.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title and canonical ACL identifier
A3_upgrades,390,Survey on Evaluation of LLM-based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1330,https://doi.org/10.18653/v1/2026.findings-acl.1330,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A2_official_proceedings,392,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",https://proceedings.mlr.press/v267/nayak25a.html,https://proceedings.mlr.press/v267/nayak25a.html,Official PMLR proceedings page confirms the exact paper as an ICML 2025 publication. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B2_NO_MATCH,413,NEWSAGENT: Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ACL_FINAL_TITLE,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.1816/,https://aclanthology.org/2026.findings-acl.1816/,"ACL Anthology confirms the final publication. NEWSAGENT is the benchmark name; the final paper title is Benchmarking Agentic Newswriting via Journalistic Workflows, DOI 10.18653/v1/2026.findings-acl.1816.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct final title and ACL identifier/DOI
