record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
182,Language Models Meet World Models: Embodied Experiences Enhance Language Models,Archival published,"Advances in Neural Information Processing Systems 36 (NeurIPS 2023), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2023/hash/ee6630dcbcff857026e474fc857aa9f0-Abstract-Conference.html,crossref:title,1.0,Language Models Meet World Models: Embodied Experiences Enhance Language Models,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-3295,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 75392-75412 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
183,Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,Archival published,"Transactions of the Association for Computational Linguistics, Volume 12, pages 484-506",https://doi.org/10.1162/tacl_a_00660,openalex:doi,1.0,Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,Transactions of the Association for Computational Linguistics,article,2024,10.1162/tacl_a_00660,https://openalex.org/W4396665924,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Transactions of the Association for Computational Linguistics' | openalex:doi: DOI prefix 10.1162 (MIT Press) | openalex:doi: pages 484-506 | crossref:doi: crossref type=journal-article venue='Transactions of the Association for Computational Linguistics',OK_ARCHIVAL,
185,TPTU Large Language Model-based AI Agents for Task Planning and Tool Usage,Preprint/technical report,,2308.03427,datacite:arxiv,1.0,TPTU: Large Language Model-based AI Agents for Task Planning and Tool Usage,arXiv,Preprint,2023,10.48550/arxiv.2308.03427,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2308.03427,OK_PREPRINT,
186,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Poster",https://openreview.net/forum?id=G0vdDSt9XM,openalex:title,1.0,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,,preprint,2023,10.48550/arxiv.2309.17428,https://openalex.org/W4387294587,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
187,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,Archival published,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 782-799",https://doi.org/10.18653/v1/2024.findings-naacl.50,crossref:doi,1.0,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.50,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 782-799 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2024',OK_ARCHIVAL,
188,AlphaZero-Like Tree-Search can Guide Large Language Model Decoding and Training,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 49890-49920",https://proceedings.mlr.press/v235/wan24c.html,openalex:title,1.0,Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,,preprint,2023,10.48550/arxiv.2309.17179,https://openalex.org/W4387294204,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
189,AutoAgents: A Framework for Automatic Agent Generation,Archival published,"Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24), Main Track, pages 22-30",https://doi.org/10.24963/ijcai.2024/3,openalex:title,1.0,AutoAgents: A Framework for Automatic Agent Generation,,preprint,2023,10.48550/arxiv.2309.17288,https://openalex.org/W4387294383,openalex:title,1,0,0,openalex:doi: title mismatch 0.247 -> Coalition Obstruction Temporal Logic: A New Obstruction Logic to Reason About Demon Coalitions | crossref:doi: title mismatch 0.247 -> Coalition Obstruction Temporal Logic: A New Obstruction Logic to Reason About Demon Coalitions,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
190,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,Archival accepted,Conference on Language Modeling (COLM 2024),https://openreview.net/forum?id=7BCmIWVT0V,openalex:title,1.0,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,,preprint,2023,10.48550/arxiv.2310.00280,https://openalex.org/W4387323375,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
191,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Poster",https://openreview.net/forum?id=EhrzQwsV4K,openalex:title,1.0,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,,preprint,2023,10.48550/arxiv.2310.02003,https://openalex.org/W4387356199,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
193,LLaMA-Rider: Spurring Large Language Models to Explore the Open World,Archival published,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 4705-4724",https://doi.org/10.18653/v1/2024.findings-naacl.292,crossref:doi,1.0,LLaMA-Rider: Spurring Large Language Models to Explore the Open World,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.292,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 4705-4724 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2024',OK_ARCHIVAL,
194,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,Archival published,"Proceedings of the 35th International Conference on Automated Planning and Scheduling (ICAPS 2025), volume 35, issue 1, pages 250-259",https://doi.org/10.1609/icaps.v35i1.36126,crossref:doi,1.0,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,Proceedings of the International Conference on Automated Planning and Scheduling,journal-article,2025,10.1609/icaps.v35i1.36126,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Proceedings of the International Conference on Automated Planning and Scheduling' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 250-259 | crossref:doi: crossref type=journal-article venue='Proceedings of the International Conference on Automated Planning and Scheduling',OK_ARCHIVAL,
195,Controlling Large Language Model-based Agents for Large-Scale Decision-Making An Actor-Critic Approach,Workshop/non-archival,LLM Agents Workshop @ ICLR 2024 (non-archival),2311.13884,datacite:arxiv,1.0,Controlling Large Language Model-based Agents for Large-Scale Decision-Making: An Actor-Critic Approach,arXiv,Preprint,2023,10.48550/arxiv.2311.13884,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.13884,OK_PREPRINT,
196,JARVIS-1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models,Archival published,"IEEE Transactions on Pattern Analysis and Machine Intelligence, volume 47, issue 3, pages 1894-1907",https://doi.org/10.1109/TPAMI.2024.3511593,openalex:doi,1.0,JARVIS -1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models,IEEE Transactions on Pattern Analysis and Machine Intelligence,article,2024,10.1109/tpami.2024.3511593,https://openalex.org/W4405056274,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='IEEE Transactions on Pattern Analysis and Machine Intelligence' | openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 1894-1907 | crossref:doi: crossref type=journal-article venue='IEEE Transactions on Pattern Analysis and Machine Intelligence',OK_ARCHIVAL,
197,AgentCoder Multi-Agent-based Code Generation with Iterative Testing and Optimisation,Preprint/technical report,,2312.13010,datacite:arxiv,1.0,AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,arXiv,Preprint,2023,10.48550/arxiv.2312.13010,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2312.13010,OK_PREPRINT,
198,"A Survey on LLM-Based Multi-Agent Systems: Workflow, Infrastructure, and Challenges",Archival published,"Vicinagearth, volume 1, article 9",https://doi.org/10.1007/s44336-024-00009-2,crossref:doi,1.0,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",Vicinagearth,journal-article,2024,10.1007/s44336-024-00009-2,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Vicinagearth.' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Vicinagearth',OK_ARCHIVAL,
199,"Exploring Large Language Model based Intelligent Agents: Definitions, Methods, and Prospects",Preprint/technical report,,2401.03428,crossref:title,1.0,"Exploring Large Language Model‐Based Intelligent Agents: Definitions, Methods, and Prospects",WIREs Data Mining and Knowledge Discovery,journal-article,2026,10.1002/widm.70111,,datacite:arxiv | openalex:title | crossref:title | crossref:title,4,3,3,,openalex:title: location[journal]='Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery' | crossref:title: crossref type=journal-article venue='WIREs Data Mining and Knowledge Discovery',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'WIREs Data Mining and Knowledge Discovery'
200,Self-Discover: Large Language Models Self-Compose Reasoning Structures,Archival published,NeurIPS 2024 (Main Conf. Track),https://openreview.net/forum?id=BROvXhmzYK; 2402.03620,crossref:title,1.0,SELF-DISCOVER: Large Language Models Self-Compose Reasoning Structures,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4004,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 126032-126058 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
201,"Position: Towards Unified Alignment Between Agents, Humans, and Environment",Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 56251-56275",https://proceedings.mlr.press/v235/yang24p.html,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
202,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 26396-26415",https://proceedings.mlr.press/v235/lee24c.html,openalex:title,1.0,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,,preprint,2024,10.48550/arxiv.2402.09727,https://openalex.org/W4391912783,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
203,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 13659–13678",https://doi.org/10.18653/v1/2024.acl-long.738,crossref:doi,1.0,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.738,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13659-13678 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
204,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html,crossref:title,1.0,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-2243,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 70148-70212 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
205,"A Survey on Game Playing Agents and Large Models: Methods, Applications, and Challenges",Preprint/technical report,,2403.10249,datacite:arxiv,1.0,"A Survey on Game Playing Agents and Large Models: Methods, Applications, and Challenges",arXiv,Preprint,2024,10.48550/arxiv.2403.10249,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.10249,OK_PREPRINT,
206,CACA Agent Capability Collaboration based AI Agent,Preprint/technical report,,2403.15137,datacite:arxiv,1.0,CACA Agent: Capability Collaboration based AI Agent,arXiv,Preprint,2024,10.48550/arxiv.2403.15137,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.15137,OK_PREPRINT,
